"fio/4k-seq-write-duration";"fio/4k-seq-write-latency";"fio/8k-rand-write-duration";"iperf/multi-thread-duration";"iperf/single-thread-duration";"sysbench/fileio-4k-rand-read-prepare-duration";"sysbench/fileio-4k-rand-write-throughput";"benchmark/order";"fio/4k-seq-write-bandwidth";"fio/4k-seq-write-disk-util";"fio/4k-seq-write-iops";"fio/4k-seq-write-latency-95-percentile";"fio/8k-rand-write-bandwidth";"fio/8k-rand-write-disk-util";"fio/8k-rand-write-iops";"fio/8k-rand-write-latency";"fio/8k-rand-write-latency-95-percentile";"fio/version";"instance/cpu-cores";"instance/cpu-model";"instance/gcc-version";"instance/ram-total";"iperf/multi-thread-bandwidth";"iperf/single-thread-bandwidth";"iperf/version";"iteration";"md-sim-duration";"provider_vm_id";"provider_vm_id_iteration";"source";"stressng/cpu-callfunc-bogo-ops";"stressng/cpu-callfunc-duration";"stressng/cpu-double-bogo-ops";"stressng/cpu-double-duration";"stressng/cpu-euler-bogo-ops";"stressng/cpu-euler-duration";"stressng/cpu-fft-bogo-ops";"stressng/cpu-fft-duration";"stressng/cpu-fibonacci-bogo-ops";"stressng/cpu-fibonacci-duration";"stressng/cpu-int64-bogo-ops";"stressng/cpu-int64-duration";"stressng/cpu-loop-bogo-ops";"stressng/cpu-loop-duration";"stressng/cpu-matrixprod-bogo-ops";"stressng/cpu-matrixprod-duration";"stressng/network-epoll-bogo-ops";"stressng/network-icmp-flood-bogo-ops";"stressng/network-sockfd-bogo-ops";"stressng/network-total-duration";"stressng/network-udp-bogo-ops";"stressng/version";"sysbench/cpu-multi-thread-duration";"sysbench/cpu-single-thread-duration";"sysbench/fileio-1m-seq-write-duration";"sysbench/fileio-1m-seq-write-latency";"sysbench/fileio-1m-seq-write-latency-95-percentile";"sysbench/fileio-1m-seq-write-throughput";"sysbench/fileio-4k-rand-read-duration";"sysbench/fileio-4k-rand-read-latency";"sysbench/fileio-4k-rand-read-latency-95-percentile";"sysbench/fileio-4k-rand-read-throughput";"sysbench/fileio-4k-rand-write-duration";"sysbench/fileio-4k-rand-write-latency";"sysbench/fileio-4k-rand-write-latency-95-percentile";"sysbench/fileio-file-total-size";"sysbench/memory-default-block-size-duration";"sysbench/memory-default-block-size-throughput";"sysbench/memory-large-block-size-duration";"sysbench/memory-large-block-size-throughput";"sysbench/mutex-duration";"sysbench/mutex-latency";"sysbench/threads-128-duration";"sysbench/threads-128-latency";"sysbench/threads-1-duration";"sysbench/threads-1-latency";"sysbench/version";"wordpress-bench/s1-failure_rate";"wordpress-bench/s1-num_failures";"wordpress-bench/s1-response_time";"wordpress-bench/s1-throughput";"wordpress-bench/s2-failure_rate";"wordpress-bench/s2-num_failures";"wordpress-bench/s2-response_time";"wordpress-bench/s2-throughput";"wordpress-bench/s3-failure_rate";"wordpress-bench/s3-num_failures";"wordpress-bench/s3-response_time";"wordpress-bench/s3-throughput"
199502.0;746.18;60001.0;30.0;30.0;228.15333333333334;"1.8821";"[WordpressBench, MdSim, SysbenchCpu, Fio, StressngNetwork, StressngCpu, Fio, StressngCpu, SysbenchMutex, StressngCpu, Iperf, WordpressBench, SysbenchMutex, SysbenchFileio, Iperf, SysbenchMemory, SysbenchMemory, StressngNetwork, SysbenchThreads, SysbenchFileio, StressngNetwork, SysbenchThreads, SysbenchCpu, WordpressBench, SysbenchFileio, Fio, MdSim, SysbenchThreads, Iperf, SysbenchMutex, MdSim, SysbenchCpu, SysbenchMemory]";5341.7;99.38;1335.0;868.0;141985.0;97.5;17748.0;55.02;322.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;287.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;484.555164;"i-071ddc316dd19656b";"i-071ddc316dd19656b_1.0";"rmit-combined_v3_aws_m3.medium";164130.42;10.0;5187.73;10.0;4090166.92;10.01;213.05;10.0;6681849.7;10.01;28679.82;10.0;12198.37;10.0;92.09;10.01;27307.88;170190.14;38.79;40.02;79138.25;"stress-ng, version 0.07.27";58.8984;58.9224;228.4039;25.75;32.03;35.866;3.0434;0.3;0.55;12.835;20.7546;0.01;0.01;8.0;1.3277;771.26;2.1692;4720.58;4.4513;4451.14;10.4828;133.69;4.7393;0.47;"sysbench 0.4.12";1.1994256190595447;4.0;1412.3277855418626;0.7080509285713257;2.083414685716299;7.0;1812.9114552420008;0.5515989195768596;2.7434798925273203;1025.0;2843.9757174392935;0.3516204424207942
199502.0;743.73;60001.0;30.0;30.0;228.15333333333334;"1.999";;5359.1;99.47;1339.0;876.0;142147.0;97.69;17768.0;54.98;322.0;;;;;;287.0;316.0;;2.0;484.910996;"i-071ddc316dd19656b";"i-071ddc316dd19656b_2.0";"rmit-combined_v3_aws_m3.medium";163770.08;10.0;5139.0;10.01;4069161.25;10.0;214.87;10.0;6660146.34;10.0;28663.97;10.01;12148.67;10.0;91.87;10.01;27197.18;171828.03;37.36;40.02;77845.13;;59.0965;58.8729;228.4399;25.74;32.02;35.861;3.4429;0.34;0.62;11.346;19.5412;0.01;0.01;8.0;1.3165;777.84;2.1627;4734.86;4.4506;4450.46;10.6877;136.05;4.7365;0.47;;1.7906501916503057;6.0;1422.0941346235463;0.7031883302610751;3.0026852413576415;10.0;1822.3542544459644;0.548740727858109;6.492272336003283;2234.0;1811.5367201895235;0.5520175157671547
199502.0;729.2;60001.0;30.0;30.0;228.15333333333334;"2.0173";;5465.6;99.39;1366.0;836.0;141437.0;97.57;17679.0;55.23;326.0;;;;;;287.0;316.0;;3.0;485.797626;"i-071ddc316dd19656b";"i-071ddc316dd19656b_3.0";"rmit-combined_v3_aws_m3.medium";162693.84;10.0;5169.66;10.0;4081414.8;10.0;213.68;10.01;6669800.26;10.0;28703.24;10.0;12251.39;10.0;91.12;10.01;28777.43;173411.23;37.56;40.05;74608.02;;58.9117;58.9236;228.4329;25.74;32.03;35.862;3.1715;0.32;0.55;12.317;19.3635;0.01;0.01;8.0;1.3123;780.33;2.1523;4757.77;4.44;4439.91;10.8168;137.36;4.7484;0.47;;3.238250259163056;11.0;1457.4575020380144;0.6861263526392123;4.553958165336551;15.0;1882.085537969259;0.5313254790103666;9.324789492219146;2834.0;1343.5944739168876;0.7442721888285008
199502.0;681.07;60001.0;30.0;30.0;228.15333333333334;"2.2";"[SysbenchMutex, SysbenchThreads, Fio, SysbenchThreads, SysbenchMemory, StressngCpu, Fio, SysbenchFileio, SysbenchMemory, StressngNetwork, SysbenchMutex, SysbenchMutex, SysbenchCpu, SysbenchFileio, Iperf, WordpressBench, MdSim, StressngNetwork, StressngCpu, Iperf, Fio, MdSim, SysbenchCpu, Iperf, MdSim, WordpressBench, StressngNetwork, StressngCpu, SysbenchFileio, SysbenchCpu, WordpressBench, SysbenchMemory, SysbenchThreads]";5850.4;99.27;1462.0;836.0;127410.0;97.95;15926.0;61.52;362.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;288.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;485.901447;"i-07a633856af0dd965";"i-07a633856af0dd965_1.0";"rmit-combined_v3_aws_m3.medium";163375.1;10.0;5154.08;10.0;4067833.37;10.0;214.23;10.0;6655818.25;10.01;28591.38;10.01;12163.3;10.0;92.56;10.0;27731.43;167651.67;37.48;40.04;78813.02;"stress-ng, version 0.07.27";59.019;59.0204;228.3597;25.75;32.02;35.873;2.3415;0.23;0.53;16.682;17.7556;0.01;0.01;8.0;1.3188;776.48;2.1685;4722.06;4.4592;4459.08;10.6127;135.11;4.7498;0.47;"sysbench 0.4.12";0.0;0.0;1346.8126361655773;0.7424937761551116;5.86077632077576;2.0;1775.4108527131782;0.5632499083081545;2.925054090484286;1112.0;2731.0625718390806;0.36615785017573077
199502.0;670.75;60001.0;30.0;30.0;228.15333333333334;"2.2187";;5940.4;99.18;1485.0;788.0;129243.0;98.0;16155.0;60.63;358.0;;;;;;288.0;316.0;;2.0;485.985281;"i-07a633856af0dd965";"i-07a633856af0dd965_2.0";"rmit-combined_v3_aws_m3.medium";162487.23;10.0;5163.36;10.0;4068774.04;10.01;214.48;10.01;6644493.96;10.01;28592.55;10.01;12156.14;10.0;91.02;10.01;27759.43;170873.75;38.07;40.02;80438.46;;59.0653;59.0465;228.3905;25.74;32.03;35.868;2.2806;0.23;0.52;17.128;17.6058;0.01;0.01;8.0;1.3253;772.66;2.1698;4719.42;4.4632;4463.1;10.8572;138.32;4.7413;0.47;;3.0493935274670765;1.0;1376.8907083175882;0.7262740564368336;1.4774237099025358;5.0;1780.6321687888035;0.561598300608152;6.477856132389541;2208.0;1794.4380626480652;0.5572775237080586
199502.0;704.1;60001.0;30.0;30.0;228.15333333333334;"2.1813";;5658.3;99.3;1414.0;900.0;139925.0;97.76;17490.0;55.86;342.0;;;;;;288.0;316.0;;3.0;485.991705;"i-07a633856af0dd965";"i-07a633856af0dd965_3.0";"rmit-combined_v3_aws_m3.medium";163327.68;10.0;5132.8;10.0;4068192.82;10.01;212.96;10.01;6660849.41;10.0;28591.63;10.0;12158.67;10.0;93.38;10.01;26559.4;168425.44;36.56;40.12;78707.81;;59.0447;59.0315;228.3783;25.73;32.02;35.87;2.8312;0.28;0.53;13.797;17.9075;0.01;0.01;8.0;1.3171;777.48;2.1605;4739.58;4.4542;4454.12;10.1098;128.58;4.7467;0.47;;3.0550622733201074;1.0;1380.2469744887203;0.7245080181178635;5.819385648039075;2.0;1824.7790697674418;0.5480115464758396;8.728448891582222;2658.0;1413.2893674293405;0.7075691808386837
199502.0;652.39;60001.0;30.0;30.0;228.15333333333334;"2.1281";"[SysbenchMemory, SysbenchFileio, SysbenchMutex, WordpressBench, StressngNetwork, SysbenchMemory, StressngCpu, Iperf, SysbenchFileio, MdSim, SysbenchMutex, StressngNetwork, MdSim, StressngCpu, SysbenchThreads, SysbenchFileio, Fio, Iperf, SysbenchMutex, StressngCpu, WordpressBench, Iperf, SysbenchMemory, WordpressBench, Fio, SysbenchCpu, SysbenchCpu, StressngNetwork, SysbenchThreads, SysbenchCpu, Fio, SysbenchThreads, MdSim]";6106.3;99.32;1526.0;756.0;110275.0;98.04;13784.0;71.18;342.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;287.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;489.295369;"i-07b9969f9390cb62c";"i-07b9969f9390cb62c_1.0";"rmit-combined_v3_aws_m3.medium";162952.18;10.0;5159.3;10.0;4078828.69;10.01;214.4;10.01;6656258.25;10.0;28589.95;10.0;12165.19;10.0;90.5;10.01;26859.87;174496.68;37.37;40.01;80274.22;"stress-ng, version 0.07.27";58.9558;58.9111;228.6453;25.82;32.04;35.828;2.9361;0.29;0.58;13.304;18.3559;0.01;0.01;8.0;1.3168;777.67;2.153;4756.07;4.4413;4441.17;11.0195;140.47;4.754;0.47;"sysbench 0.4.12";9.007715739070616;3.0;1389.4360033375053;0.7197164875517421;1.4815727463626576;5.0;1787.7798908724903;0.5593529746617576;3.1534567542991527;1179.0;2583.618478335982;0.38705405166635315
199502.0;688.77;60001.0;30.0;30.0;228.15333333333334;"2.2639";;5784.2;99.4;1446.0;900.0;138174.0;97.97;17271.0;56.63;342.0;;;;;;287.0;316.0;;2.0;485.869007;"i-07b9969f9390cb62c";"i-07b9969f9390cb62c_2.0";"rmit-combined_v3_aws_m3.medium";162855.82;10.01;5112.1;10.0;4065864.54;10.0;213.06;10.0;6664241.11;10.0;28633.13;10.0;12173.81;10.0;91.62;10.01;27288.9;173469.51;37.6;40.0;80242.64;;58.9131;58.8863;228.4035;25.74;32.03;35.866;2.5879;0.26;0.52;15.094;17.2542;0.01;0.01;8.0;1.3208;775.28;2.1524;4757.39;4.4563;4456.12;10.9415;139.29;4.7341;0.47;;1.189810640149357;4.0;1417.617330803289;0.7054089832785501;2.087559024985875;7.0;1821.9944577265812;0.548849089940572;6.866778921268801;2331.0;1726.4798596277083;0.5792132438866888
199502.0;713.11;60001.0;30.0;30.0;228.15333333333334;"2.2292";;5588.3;99.34;1397.0;988.0;139547.0;97.82;17443.0;56.07;338.0;;;;;;287.0;316.0;;3.0;485.231226;"i-07b9969f9390cb62c";"i-07b9969f9390cb62c_3.0";"rmit-combined_v3_aws_m3.medium";164485.93;10.0;5165.03;10.0;4074822.09;10.0;215.16;10.0;6662155.92;10.0;28634.98;10.0;12203.95;10.0;90.29;10.01;27713.95;171347.21;36.56;40.03;77433.73;;58.8813;58.9261;228.4133;25.74;32.03;35.865;2.4687;0.25;0.52;15.823;17.5228;0.01;0.01;8.0;1.3141;779.21;2.1556;4750.36;4.4539;4453.72;10.4132;132.43;4.7521;0.48;;1.197994353792711;4.0;1420.1496746203904;0.7041511313005105;1.815051294710877;6.0;1817.4125570399692;0.5502327999916024;8.830084485440588;2711.0;1404.0911918046281;0.7122044535545698
199502.0;711.53;60001.0;30.0;30.0;228.15333333333334;"2.0921";"[StressngNetwork, SysbenchThreads, StressngCpu, SysbenchMemory, SysbenchFileio, StressngNetwork, StressngCpu, SysbenchCpu, MdSim, SysbenchThreads, SysbenchMutex, MdSim, WordpressBench, SysbenchMutex, Iperf, SysbenchMutex, StressngCpu, SysbenchCpu, Iperf, WordpressBench, StressngNetwork, SysbenchMemory, Fio, SysbenchThreads, WordpressBench, MdSim, SysbenchCpu, SysbenchFileio, Fio, Iperf, SysbenchMemory, Fio, SysbenchFileio]";5600.7;99.46;1400.0;804.0;140729.0;97.72;17591.0;55.53;326.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;288.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;485.730964;"i-07f6cb22dfc221d3e";"i-07f6cb22dfc221d3e_1.0";"rmit-combined_v3_aws_m3.medium";164417.22;10.01;5143.63;10.0;4066081.49;10.0;212.92;10.01;6654883.72;10.0;28633.03;10.0;12155.29;10.0;95.16;10.0;28172.21;171028.94;38.78;40.02;76290.73;"stress-ng, version 0.07.27";59.1251;59.0295;228.3671;25.75;32.04;35.872;2.9372;0.29;0.54;13.299;18.6719;0.01;0.01;8.0;1.32;775.77;2.166;4727.67;4.4449;4444.73;10.8187;137.76;4.7345;0.47;"sysbench 0.4.12";3.09886197083097;1.0;1332.091269349845;0.7506993124338025;5.901159241424863;2.0;1743.756225560815;0.5734746550816682;2.8950075299736673;1078.0;2675.0372126436782;0.3738265752990116
199502.0;713.7;60001.0;30.0;30.0;228.15333333333334;"1.9864";;5583.1;99.43;1395.0;796.0;140737.0;97.41;17592.0;55.52;330.0;;;;;;288.0;316.0;;2.0;485.543661;"i-07f6cb22dfc221d3e";"i-07f6cb22dfc221d3e_2.0";"rmit-combined_v3_aws_m3.medium";164068.03;10.0;5153.12;10.0;4067804.45;10.0;214.89;10.0;6671602.62;10.0;28645.52;10.0;12163.67;10.01;92.09;10.01;27668.83;169568.45;37.59;40.0;77574.18;;58.9561;59.0536;228.3927;25.73;32.03;35.868;3.03;0.3;0.56;12.892;19.6647;0.01;0.01;8.0;1.3165;777.8;2.1623;4735.67;4.4493;4449.15;10.9104;139.25;4.7276;0.47;;3.094983496000508;1.0;1333.7605779153766;0.749759751906123;5.879906035573608;2.0;1773.6025132964855;0.5638241897511533;7.532283191218037;2503.0;1587.0807144904002;0.6300876766189504
199502.0;701.37;60001.0;30.0;30.0;228.15333333333334;"2.2374";;5681.8;99.31;1420.0;780.0;141023.0;97.45;17627.0;55.4;322.0;;;;;;288.0;316.0;;3.0;485.017826;"i-07f6cb22dfc221d3e";"i-07f6cb22dfc221d3e_3.0";"rmit-combined_v3_aws_m3.medium";164133.59;10.0;5137.21;10.0;4075188.76;10.0;214.46;10.0;6664221.84;10.0;28657.12;10.0;12180.66;10.0;90.59;10.0;25697.6;170533.49;36.59;40.01;78491.8;;58.956;58.8647;228.3883;25.73;32.03;35.869;2.7198;0.27;0.55;14.363;17.4587;0.01;0.01;8.0;1.3137;779.5;2.1656;4728.51;4.4552;4455.11;10.8401;138.39;4.7273;0.47;;9.226041523214533;3.0;1339.45682979074;0.7465712800585202;8.872720819839405;3.0;1770.9773727215588;0.5646599529745796;9.045229584913521;2737.0;1358.6136853448277;0.7360444037822212
199502.0;763.29;60001.0;30.0;30.0;228.15333333333334;"1.8342";"[Iperf, MdSim, SysbenchThreads, MdSim, WordpressBench, SysbenchMutex, StressngCpu, SysbenchMutex, SysbenchFileio, SysbenchCpu, Iperf, WordpressBench, StressngCpu, SysbenchMemory, SysbenchThreads, Fio, SysbenchThreads, SysbenchFileio, SysbenchMemory, WordpressBench, StressngCpu, Fio, SysbenchFileio, StressngNetwork, MdSim, SysbenchCpu, Fio, SysbenchMemory, StressngNetwork, Iperf, SysbenchMutex, StressngNetwork, SysbenchCpu]";5222.3;99.33;1305.0;804.0;138085.0;97.7;17260.0;56.67;334.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;252.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;487.24321;"i-07fe44e1a493a46b6";"i-07fe44e1a493a46b6_1.0";"rmit-combined_v3_aws_m3.medium";163400.28;10.01;5151.51;10.0;4054366.65;10.01;213.77;10.0;6637353.63;10.0;28538.96;10.0;12120.71;10.01;92.17;10.0;26760.27;169961.16;37.88;40.01;77936.69;"stress-ng, version 0.07.27";59.1536;59.1989;228.3744;25.74;32.04;35.871;4.7921;0.48;1.01;8.1515;21.297;0.01;0.01;8.0;1.3531;756.77;2.1715;4715.58;4.469;4468.82;11.1187;141.72;4.7577;0.48;"sysbench 0.4.12";8.997036196336204;3.0;1418.243120241589;0.7050977267068682;1.2015622111087731;4.0;1821.613953488372;0.5489637352003206;2.441410293210171;914.0;2960.880892122746;0.3377373276515252
199502.0;759.22;60001.0;30.0;30.0;228.15333333333334;"1.972";;5250.6;99.46;1312.0;796.0;129653.0;97.83;16206.0;60.37;342.0;;;;;;240.0;316.0;;2.0;487.539316;"i-07fe44e1a493a46b6";"i-07fe44e1a493a46b6_2.0";"rmit-combined_v3_aws_m3.medium";163172.62;10.0;5125.42;10.0;4057244.71;10.0;212.6;10.0;6642464.28;10.0;28527.11;10.01;12123.29;10.01;89.96;10.01;27550.75;169177.98;35.75;40.03;77858.9;;59.1208;59.2226;228.3977;25.73;32.03;35.867;3.8279;0.38;0.77;10.205;19.8085;0.01;0.01;8.0;1.3336;767.85;2.1684;4722.42;4.4738;4473.7;10.8564;137.82;4.7725;0.48;;0.0;0.0;1440.3468163838204;0.6942772314452926;1.8254035016411139;6.0;1846.3905740927985;0.5415972189369185;7.26829098642041;2418.0;1655.3611484301139;0.6040977831021133
199502.0;743.51;60001.0;30.0;30.0;228.15333333333334;"1.9773";;5361.7;99.31;1340.0;756.0;126166.0;97.77;15770.0;62.06;342.0;;;;;;288.0;316.0;;3.0;487.219545;"i-07fe44e1a493a46b6";"i-07fe44e1a493a46b6_3.0";"rmit-combined_v3_aws_m3.medium";161672.75;10.0;5134.33;10.01;4058168.25;10.0;214.26;10.01;6645649.36;10.01;28454.67;10.0;12127.23;10.0;95.47;10.0;27051.39;169240.99;37.89;40.03;79593.01;;59.1374;59.1283;228.4095;25.73;32.04;35.865;3.436;0.34;0.63;11.369;19.7555;0.01;0.01;8.0;1.3236;773.63;2.1714;4715.91;4.4628;4462.7;10.6181;135.38;4.7561;0.48;;1.7660281179932835;6.0;1460.8937048503612;0.6845124985341966;3.5846532748600706;12.0;1885.0183568894645;0.5304988125686667;8.713607520649624;2680.0;1421.6738467227513;0.7033962130661716
199502.0;697.06;60001.0;30.0;30.0;228.15333333333334;"2.0556";"[SysbenchMemory, SysbenchMutex, SysbenchCpu, SysbenchMemory, SysbenchFileio, Fio, SysbenchMutex, SysbenchThreads, StressngNetwork, StressngCpu, StressngCpu, Fio, SysbenchThreads, WordpressBench, Iperf, SysbenchCpu, SysbenchMutex, MdSim, StressngCpu, StressngNetwork, SysbenchFileio, SysbenchMemory, SysbenchThreads, WordpressBench, Iperf, WordpressBench, StressngNetwork, MdSim, Fio, Iperf, SysbenchCpu, SysbenchFileio, MdSim]";5714.7;99.3;1428.0;732.0;141331.0;97.87;17666.0;55.28;330.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;287.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;485.98877;"i-084537637a2255213";"i-084537637a2255213_1.0";"rmit-combined_v3_aws_m3.medium";163854.68;10.01;5160.11;10.0;4068930.19;10.0;214.85;10.01;6658676.45;10.0;28628.16;10.0;12120.42;10.01;94.59;10.0;27802.62;171097.3;38.25;40.03;77162.94;"stress-ng, version 0.07.27";58.9996;58.9861;228.3589;25.75;32.04;35.873;3.5014;0.35;0.58;11.156;19.003;0.01;0.01;8.0;1.3183;776.76;2.1557;4750.24;4.4596;4459.46;10.8893;138.37;4.7498;0.47;"sysbench 0.4.12";0.0;0.0;1294.691665668304;0.7723846739090672;2.9498859220116236;1.0;1740.3160326505467;0.5746082787486442;3.0023848202423196;1121.0;2611.525914527523;0.3829178927297453
199502.0;700.01;60001.0;30.0;30.0;228.15333333333334;"2.1967";;5691.6;99.29;1422.0;732.0;140892.0;98.01;17611.0;55.5;330.0;;;;;;288.0;316.0;;2.0;484.580467;"i-084537637a2255213";"i-084537637a2255213_2.0";"rmit-combined_v3_aws_m3.medium";163282.86;10.0;5163.52;10.0;4060413.15;10.01;214.23;10.01;6669165.08;10.01;28630.88;10.0;12150.33;10.0;96.39;10.0;28059.09;172506.71;37.32;40.03;79083.66;;58.9383;58.9571;228.3829;25.74;32.02;35.87;2.9261;0.29;0.53;13.349;17.7824;0.01;0.01;8.0;1.3151;778.64;2.1566;4748.29;4.4558;4455.7;11.04;140.62;4.7282;0.47;;0.0;0.0;1325.612664073894;0.7543681703573833;1.461539500355768;5.0;1752.4076426595636;0.5706434825189061;6.808021248473976;2267.0;1724.0838769804286;0.5800181843538879
199502.0;693.12;60001.0;30.0;30.0;228.15333333333334;"2.1291";;5748.2;99.35;1437.0;716.0;140714.0;97.9;17589.0;55.58;330.0;;;;;;287.0;316.0;;3.0;485.965904;"i-084537637a2255213";"i-084537637a2255213_3.0";"rmit-combined_v3_aws_m3.medium";163359.89;10.0;5160.24;10.0;4072187.25;10.01;214.76;10.01;6659880.53;10.01;28575.58;10.0;12154.73;10.0;91.11;10.01;27332.3;169517.95;38.44;40.02;76540.71;;58.9245;58.9025;228.3921;25.74;32.04;35.868;3.8205;0.38;0.6;10.225;18.3468;0.01;0.01;8.0;1.3214;774.96;2.1664;4726.7;4.4441;4443.99;11.0581;140.48;4.7383;0.47;;6.063263239787084;2.0;1330.8132816912773;0.7514202133068134;8.777327110793568;3.0;1762.438508740267;0.5673956821987322;8.402929492893765;2626.0;1450.3645983199517;0.6894818042017591
199502.0;722.23;60001.0;30.0;30.0;228.15333333333334;"2.134";"[SysbenchMemory, Iperf, SysbenchMutex, SysbenchMutex, WordpressBench, Iperf, MdSim, MdSim, Iperf, WordpressBench, Fio, SysbenchMemory, StressngNetwork, MdSim, Fio, SysbenchCpu, SysbenchCpu, StressngNetwork, SysbenchFileio, SysbenchMemory, SysbenchFileio, SysbenchThreads, SysbenchCpu, WordpressBench, StressngCpu, SysbenchMutex, StressngCpu, StressngNetwork, SysbenchFileio, SysbenchThreads, SysbenchThreads, StressngCpu, Fio]";5517.6;99.29;1379.0;828.0;114959.0;97.96;14369.0;68.26;378.0;"fio-2.1.10";1.0;"Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz";"gcc (Ubuntu 4.8.4-2ubuntu1~14.04.3) 4.8.4";3854808.0;288.0;316.0;"iperf version 2.0.5 (08 Jul 2010) pthreads";1.0;487.013614;"i-087bd73ec35da2157";"i-087bd73ec35da2157_1.0";"rmit-combined_v3_aws_m3.medium";162817.88;10.0;5145.23;10.0;4051409.0;10.01;213.37;10.01;6642902.54;10.0;28492.63;10.0;12114.74;10.01;89.97;10.0;25882.32;169613.55;36.94;40.02;77483.61;"stress-ng, version 0.07.27";59.1582;59.17;228.3928;25.75;32.02;35.868;2.3097;0.23;0.52;16.912;18.3047;0.01;0.01;8.0;1.3219;774.64;2.1708;4717.05;4.4669;4466.79;10.9169;138.44;4.7684;0.48;"sysbench 0.4.12";1.4703941000260288;5.0;1443.1919616331381;0.6929085156962659;2.756566255677952;9.0;1834.0251095382541;0.5452488053730989;2.6786524764524433;1016.0;2887.228362639872;0.34635292896806835
199502.0;700.74;60001.0;30.0;30.0;228.15333333333334;"2.1015";;5686.9;99.34;1421.0;764.0;117144.0;97.97;14643.0;66.96;370.0;;;;;;288.0;316.0;;2.0;487.117932;"i-087bd73ec35da2157";"i-087bd73ec35da2157_2.0";"rmit-combined_v3_aws_m3.medium";163540.29;10.0;5114.74;10.0;4057624.34;10.01;210.83;10.0;6648675.27;10.0;28543.8;10.0;12115.03;10.0;94.6;10.01;26808.48;169957.26;37.35;40.04;77390.23;;59.196;59.2306;228.4457;25.75;32.03;35.86;2.0432;0.2;0.39;19.118;18.5883;0.01;0.01;8.0;1.3243;773.23;2.1805;4696.25;4.4612;4461.09;11.1766;142.63;4.7715;0.48;;5.950453430501858;2.0;1426.4868856633564;0.7010229186474239;2.695805569156893;9.0;1822.535047494268;0.5486862935090663;6.647742857810818;2235.0;1775.3833236521095;0.5632586420508432
199502.0;688.78;60001.0;30.0;30.0;228.15333333333334;"2.0705";;5784.6;99.2;1446.0;764.0;113132.0;97.63;14141.0;69.36;382.0;;;;;;287.0;316.0;;3.0;487.259178;"i-087bd73ec35da2157";"i-087bd73ec35da2157_3.0";"rmit-combined_v3_aws_m3.medium";163192.85;10.0;5133.96;10.0;4055703.54;10.0;213.47;10.0;6641102.47;10.0;28495.72;10.0;12107.97;10.01;91.89;10.0;25875.6;169167.39;36.44;40.05;78281.84;;59.1948;59.1489;228.4231;25.74;32.04;35.863;2.518;0.25;0.53;15.513;18.8664;0.01;0.01;8.0;1.3451;761.26;2.1723;4713.82;4.4671;4466.98;10.9706;139.22;4.7638;0.48;;2.3298794811591383;8.0;1482.9636347931244;0.6743253688344836;4.826856144904635;16.0;1884.7938818445443;0.5305619938777363;8.463010842523653;2641.0;1468.0523121795172;0.6811746364237989
